transaction_id,hour,amount,hist_avg_amount,amount_ratio,account_age_days,n_tx_last_24h,distance_from_home_km,is_foreign,merchant_category,is_fraud
T707266,0,60.43,29.82,2.03,2299,2,0.2,0,restaurant,0
T707267,17,17.53,29.64,0.59,1044,2,10.7,0,grocery,0
T707268,18,25.66,43.26,0.59,1752,2,16.9,0,grocery,0
T707269,2,22.19,28.85,0.77,588,1,9.8,0,restaurant,0
T707270,6,34.65,52.54,0.66,1439,2,0.7,0,restaurant,0
T707271,14,21.08,12.85,1.64,2083,3,3.0,0,online,0
T707272,18,103.01,31.24,3.3,1396,2,3.1,0,fuel,0
T707273,2,39.4,22.41,1.76,1026,4,10.1,0,electronics,0
T707274,0,23.58,28.17,0.84,622,1,9.9,0,grocery,0
T707275,3,10.71,28.61,0.37,864,8,6.1,0,online,0
T707276,23,30.44,30.12,1.01,1738,4,9.0,0,grocery,0
T707277,15,30.87,29.61,1.04,2246,3,15.1,0,restaurant,0
T707278,5,40.59,36.56,1.11,1703,2,3.5,0,travel,0
T707279,9,41.71,56.45,0.74,2802,0,4.2,0,fuel,0
T707280,14,68.34,21.52,3.18,572,2,15.9,0,restaurant,0
T707281,16,49.77,23.54,2.11,883,3,0.4,0,grocery,0
T707282,5,6.06,28.64,0.21,2917,6,12.7,0,grocery,0
T707283,9,2.11,37.06,0.06,2716,2,3.6,0,atm,0
T707284,11,15.18,33.55,0.45,1539,1,0.8,0,fuel,0
T707285,8,75.58,59.82,1.26,493,5,15.0,0,fuel,0
T707286,17,161.55,28.39,5.69,1520,2,16.1,0,grocery,0
T707287,14,18.58,34.35,0.54,808,1,2.7,0,online,0
T707288,12,29.12,14.67,1.99,2577,3,8.4,0,online,0
T707289,2,24.7,44.6,0.55,2886,4,14.7,0,restaurant,0
T707290,6,51.23,21.46,2.39,2945,3,5.5,0,restaurant,0
T707291,8,12.79,44.61,0.29,806,2,24.7,0,atm,0
T707292,16,31.15,9.22,3.38,722,3,8.8,1,online,0
T707293,15,18.64,45.75,0.41,2861,6,2.1,0,grocery,0
T707294,5,38.51,53.15,0.72,728,2,0.4,0,atm,0
T707295,8,77.32,87.5,0.88,2604,5,0.5,0,electronics,0
T707296,6,21.05,31.34,0.67,871,1,4.2,0,fuel,0
T707297,17,11.02,23.15,0.48,2718,3,7.2,0,travel,0
T707298,20,23.95,25.32,0.95,470,2,14.8,0,online,0
T707299,22,18.06,39.14,0.46,1582,1,1.1,0,grocery,0
T707300,11,159.41,20.54,7.76,1990,3,1.0,0,online,0
T707301,14,4.01,44.8,0.09,394,5,3.0,0,grocery,0
T707302,11,10.73,42.14,0.25,1879,2,10.9,0,atm,0
T707303,12,10.8,66.15,0.16,1098,3,9.6,0,grocery,0
T707304,10,107.03,40.66,2.63,1236,2,0.8,0,electronics,0
T707305,19,39.99,19.73,2.03,422,6,6.2,0,online,0
T707306,21,73.2,23.32,3.14,2370,0,0.8,0,atm,0
T707307,20,53.33,44.03,1.21,1829,1,1.5,0,travel,0
T707308,7,17.92,126.72,0.14,348,2,8.8,0,grocery,0
T707309,3,31.91,38.95,0.82,2087,1,2.8,1,grocery,0
T707310,11,15.51,33.62,0.46,2313,5,2.9,0,electronics,0
T707311,8,45.99,13.92,3.3,1955,2,8.1,0,fuel,0
T707312,12,38.87,17.92,2.17,1518,4,4.5,0,online,0
T707313,14,53.59,15.29,3.5,1232,2,1.4,0,restaurant,0
T707314,5,47.24,62.54,0.76,1756,3,13.0,0,restaurant,0
T707315,23,8.1,14.93,0.54,2378,3,0.1,0,grocery,0
T707316,9,29.63,47.83,0.62,2597,1,6.2,0,atm,0
T707317,21,62.4,37.67,1.66,1940,4,7.0,0,electronics,0
T707318,8,24.18,20.19,1.2,1547,1,1.1,0,restaurant,0
T707319,21,34.56,24.93,1.39,119,5,1.2,0,online,0
T707320,12,39.69,14.11,2.81,1395,5,11.2,0,online,0
T707321,4,22.34,62.12,0.36,2791,4,5.7,0,restaurant,0
T707322,9,84.57,57.77,1.46,1594,1,8.6,0,electronics,0
T707323,17,23.15,34.84,0.66,1012,1,0.9,0,electronics,0
T707324,11,38.33,66.13,0.58,1675,2,1.0,0,electronics,0
T707325,3,39.54,42.23,0.94,27,5,0.5,0,online,0
T707326,4,119.08,60.25,1.98,2246,4,6.1,0,atm,0
T707327,0,4.71,38.67,0.12,2793,4,7.1,0,travel,0
T707328,11,8.1,25.2,0.32,562,3,8.6,0,online,0
T707329,7,33.08,24.78,1.33,2462,2,22.0,0,online,0
T707330,17,30.25,20.54,1.47,2095,1,7.8,0,atm,0
T707331,9,44.26,24.28,1.82,1970,3,2.8,0,travel,0
T707332,14,68.61,60.35,1.14,2116,3,2.4,0,restaurant,0
T707333,19,65.43,21.87,2.99,525,2,0.3,1,electronics,0
T707334,18,51.05,25.15,2.03,1908,2,8.7,0,fuel,0
T707335,2,76.66,61.07,1.26,2687,3,8.2,0,grocery,0
T707336,7,9.99,17.3,0.58,778,3,6.3,0,fuel,0
T707337,17,19.3,21.2,0.91,2230,4,4.3,0,electronics,0
T707338,19,28.67,83.0,0.35,1580,4,1.9,0,grocery,0
T707339,8,6.39,44.92,0.14,45,4,0.6,0,online,0
T707340,2,85.49,29.22,2.93,685,2,4.8,0,grocery,0
T707341,12,12.02,78.26,0.15,704,2,12.2,0,grocery,0
T707342,7,24.46,18.14,1.35,2985,4,0.6,0,grocery,0
T707343,17,15.06,25.64,0.59,44,4,1.1,0,electronics,0
T707344,12,5.4,33.72,0.16,539,4,4.7,1,grocery,0
T707345,23,42.94,26.91,1.6,1942,1,21.1,0,grocery,0
T707346,17,5.74,38.31,0.15,124,2,3.4,0,grocery,0
T707347,11,111.31,10.69,10.41,232,5,2.1,0,electronics,1
T707348,4,3.08,36.72,0.08,2120,2,5.2,0,restaurant,0
T707349,21,87.3,75.39,1.16,1703,3,5.8,1,travel,0
T707350,11,5.36,40.31,0.13,2398,3,0.3,1,atm,0
T707351,2,61.68,32.39,1.9,595,2,2.6,0,grocery,0
T707352,12,63.34,21.28,2.98,2819,4,0.1,0,restaurant,0
T707353,12,9.12,26.49,0.34,2162,3,0.9,0,online,0
T707354,9,176.52,15.32,11.52,904,4,10.0,0,online,0
T707355,19,7.63,40.83,0.19,733,3,13.2,0,atm,0
T707356,7,10.61,35.92,0.3,2202,1,1.9,0,travel,0
T707357,8,4.52,56.59,0.08,783,1,2.2,1,grocery,0
T707358,10,8.18,23.35,0.35,1465,7,14.8,0,atm,0
T707359,16,55.17,37.3,1.48,647,3,0.8,1,online,0
T707360,21,55.62,17.32,3.21,1853,3,15.9,0,restaurant,0
T707361,4,60.52,39.39,1.54,1652,5,4.6,0,electronics,0
T707362,1,17.24,12.46,1.38,765,5,3.2,0,online,0
T707363,0,8.89,12.81,0.69,1711,2,0.3,0,online,0
T707364,17,40.39,32.82,1.23,376,4,2.7,0,grocery,0
T707365,17,82.81,35.75,2.32,1751,2,3.7,0,fuel,0
T707366,10,4.42,21.61,0.2,1753,3,2.5,0,electronics,0
T707367,10,89.58,13.24,6.77,2959,2,8.7,0,restaurant,0
T707368,18,9.46,40.66,0.23,2512,0,24.5,0,grocery,0
T707369,14,41.06,32.3,1.27,66,3,2.0,0,electronics,0
T707370,21,98.18,33.65,2.92,1540,1,8.4,0,grocery,0
T707371,18,89.35,76.96,1.16,1222,6,7.9,0,restaurant,0
T707372,12,46.95,16.94,2.77,2410,3,41.6,0,grocery,0
T707373,20,79.66,16.03,4.97,1738,6,8.3,0,atm,0
T707374,5,15.15,42.97,0.35,107,4,1.8,0,restaurant,0
T707375,9,21.77,68.79,0.32,1368,3,2.5,0,grocery,0
T707376,2,32.14,21.48,1.5,1243,3,4.2,0,grocery,0
T707377,13,30.23,16.15,1.87,2267,6,0.1,0,restaurant,0
T707378,4,95.34,29.66,3.21,1292,2,13.3,0,restaurant,0
T707379,4,8.94,21.12,0.42,2003,4,1.6,0,restaurant,0
T707380,2,12.9,38.59,0.33,996,5,0.1,0,grocery,0
T707381,22,10.81,13.82,0.78,2025,4,11.0,0,restaurant,0
T707382,6,23.07,39.86,0.58,2835,3,2.7,0,online,0
T707383,18,3.09,24.92,0.12,1846,0,3.5,0,restaurant,0
T707384,17,70.7,10.88,6.5,483,3,0.0,0,electronics,0
T707385,1,20.81,22.77,0.91,1601,6,22.9,0,restaurant,0
T707386,11,199.47,24.97,7.99,880,3,14.4,1,fuel,0
T707387,23,38.11,8.53,4.47,109,4,13.8,0,fuel,1
T707388,1,92.47,54.92,1.68,953,4,6.3,0,restaurant,0
T707389,10,81.28,41.29,1.97,1644,3,4.7,0,restaurant,0
T707390,10,5.87,30.17,0.19,1492,2,3.2,0,grocery,0
T707391,6,170.33,17.92,9.51,282,3,9.3,0,online,0
T707392,18,23.39,27.91,0.84,1721,3,0.7,0,grocery,0
T707393,3,21.57,33.19,0.65,510,2,4.7,0,restaurant,0
T707394,21,23.9,43.38,0.55,765,2,5.7,0,travel,0
T707395,20,146.89,35.35,4.16,2177,3,15.1,0,electronics,0
T707396,14,93.84,27.53,3.41,1541,2,7.7,0,restaurant,0
T707397,21,6.97,39.75,0.18,56,2,5.5,0,grocery,0
T707398,16,8.74,27.91,0.31,517,7,2.6,0,atm,0
T707399,16,12.96,56.19,0.23,237,2,6.4,0,restaurant,0
T707400,17,404.75,32.98,12.27,2523,4,14.2,1,grocery,1
T707401,22,31.63,31.76,1.0,951,2,6.7,0,restaurant,0
T707402,16,29.01,32.24,0.9,456,2,1.6,0,electronics,0
T707403,23,36.66,18.97,1.93,2841,4,0.0,0,grocery,0
T707404,3,9.45,57.63,0.16,1440,2,1.0,0,online,0
T707405,13,27.06,62.88,0.43,2185,1,2.5,0,restaurant,0
T707406,15,30.84,23.44,1.32,140,1,10.7,0,grocery,0
T707407,20,17.99,26.28,0.68,558,4,3.8,0,fuel,0
T707408,6,43.07,50.71,0.85,1362,4,4.6,1,restaurant,0
T707409,23,4.43,39.27,0.11,490,5,0.1,0,atm,0
T707410,18,115.46,56.38,2.05,2329,7,24.8,0,atm,0
T707411,2,5.49,34.06,0.16,2070,3,7.5,0,grocery,0
T707412,17,4.02,27.12,0.15,1789,0,7.2,0,electronics,0
T707413,9,15.58,49.77,0.31,625,4,0.2,0,online,0
T707414,0,24.24,17.88,1.36,1534,6,1.7,0,online,0
T707415,21,17.51,16.62,1.05,893,5,2.0,0,restaurant,0
T707416,7,5.28,19.08,0.28,1249,3,8.5,0,online,0
T707417,8,19.08,25.68,0.74,531,7,2.7,0,electronics,0
T707418,10,48.69,27.46,1.77,427,5,2.7,0,grocery,0
T707419,0,35.78,16.04,2.23,74,0,9.2,0,atm,0
T707420,10,13.18,32.29,0.41,27,0,0.5,0,grocery,0
T707421,3,16.85,70.87,0.24,230,3,5.4,0,online,1
T707422,20,45.35,26.37,1.72,1253,2,8.8,0,grocery,0
T707423,9,20.51,20.83,0.98,1058,2,1.8,0,atm,0
T707424,19,8.65,50.24,0.17,1105,3,4.4,0,online,0
T707425,15,95.05,38.96,2.44,800,3,7.9,0,online,0
T707426,10,14.35,47.73,0.3,1745,5,7.8,0,electronics,0
T707427,23,25.05,31.86,0.79,2249,4,18.2,0,grocery,0
T707428,8,81.27,30.96,2.62,1971,4,15.9,0,grocery,0
T707429,0,118.03,14.48,8.15,131,3,6.0,0,atm,0
T707430,8,34.83,16.57,2.1,2011,3,29.5,0,atm,0
T707431,12,54.6,27.21,2.01,760,3,16.1,0,travel,0
T707432,1,26.7,54.16,0.49,905,1,10.3,0,fuel,0
T707433,11,67.54,48.9,1.38,2181,2,6.1,0,atm,0
T707434,22,15.61,21.01,0.74,1522,5,8.3,0,grocery,0
T707435,0,63.55,38.76,1.64,1020,6,5.4,0,electronics,0
T707436,15,41.97,29.45,1.43,235,4,0.7,0,grocery,0
T707437,0,52.95,24.7,2.14,51,1,25.3,0,grocery,0
T707438,8,88.41,41.27,2.14,364,4,11.4,0,fuel,0
T707439,7,34.68,27.76,1.25,2991,2,4.8,0,electronics,0
T707440,17,35.34,20.17,1.75,1024,4,16.1,0,grocery,0
T707441,20,12.3,17.82,0.69,495,4,9.6,0,online,0
T707442,14,9.84,35.05,0.28,2385,2,10.3,0,online,0
T707443,1,3.67,25.85,0.14,571,4,0.7,0,grocery,0
T707444,18,11.5,30.14,0.38,2529,4,9.5,0,online,0
T707445,10,61.19,11.85,5.16,764,2,0.9,0,fuel,0
T707446,11,55.92,19.36,2.89,722,2,6.4,0,travel,0
T707447,20,275.9,49.04,5.63,2530,4,6.5,0,grocery,0
T707448,12,9.45,31.32,0.3,2183,7,4.3,0,electronics,0
T707449,22,1.78,37.36,0.05,1580,3,0.5,0,restaurant,0
T707450,23,145.9,48.92,2.98,2778,4,0.3,0,electronics,0
T707451,3,9.37,30.85,0.3,69,2,32.0,0,grocery,0
T707452,15,54.48,67.19,0.81,413,1,5.5,0,restaurant,0
T707453,2,44.31,28.62,1.55,206,4,2.9,0,grocery,0
T707454,22,23.22,38.59,0.6,96,4,4.0,1,restaurant,0
T707455,8,12.02,33.94,0.35,728,5,0.3,0,restaurant,0
T707456,1,10.14,8.9,1.14,1577,1,1.8,0,electronics,0
T707457,10,18.5,49.37,0.37,2922,6,20.6,0,restaurant,0
T707458,6,27.59,41.55,0.66,2193,4,2.0,0,online,0
T707459,10,61.41,34.62,1.77,201,1,13.4,0,restaurant,0
T707460,14,24.65,31.9,0.77,1207,5,2.6,0,restaurant,0
T707461,3,21.71,37.05,0.59,1382,7,9.0,0,grocery,0
T707462,18,123.44,25.88,4.77,228,1,5.8,0,atm,0
T707463,3,5.24,69.94,0.07,343,2,1.9,0,atm,0
T707464,4,12.55,24.35,0.52,211,1,4.6,0,restaurant,0
T707465,15,8.42,11.12,0.76,2225,3,7.8,0,travel,0
T707466,1,64.47,12.88,5.01,2078,2,1.2,0,online,0
T707467,16,79.24,26.1,3.04,851,1,3.3,0,restaurant,0
T707468,22,93.04,17.41,5.34,471,2,11.4,0,restaurant,0
T707469,1,195.43,21.54,9.07,2113,4,3.6,0,online,1
T707470,11,11.19,35.45,0.32,1349,3,3.9,0,fuel,0
T707471,8,64.65,77.68,0.83,577,1,3.7,0,online,0
T707472,17,19.11,18.3,1.04,2819,3,10.4,0,grocery,0
T707473,19,4.98,34.42,0.14,694,6,4.3,1,grocery,0
T707474,5,16.63,12.45,1.34,2591,6,0.8,0,grocery,0
T707475,18,31.04,31.13,1.0,479,4,0.6,1,restaurant,0
T707476,5,51.38,32.94,1.56,514,3,7.4,0,restaurant,0
T707477,7,16.65,23.75,0.7,1830,2,1.4,0,restaurant,0
T707478,5,26.85,39.5,0.68,1989,3,0.2,0,grocery,0
T707479,0,9.94,29.14,0.34,2372,2,12.3,0,grocery,0
T707480,22,13.32,30.57,0.44,667,4,0.6,0,grocery,0
T707481,19,23.68,11.93,1.98,1052,4,1.4,0,grocery,0
T707482,21,87.22,27.09,3.22,643,6,2.5,0,electronics,0
T707483,6,25.81,31.88,0.81,1108,5,0.4,0,travel,1
T707484,19,20.24,29.26,0.69,2215,2,1.8,0,grocery,0
T707485,11,23.26,30.38,0.77,2210,4,2.1,1,online,0
T707486,7,29.99,70.65,0.42,2573,2,0.5,0,grocery,0
T707487,14,123.33,40.29,3.06,2154,5,1.4,0,restaurant,0
T707488,17,77.4,61.74,1.25,2038,2,9.0,0,grocery,0
T707489,6,13.97,20.71,0.67,1525,2,10.3,0,travel,0
T707490,5,43.31,27.83,1.56,1331,1,16.1,1,travel,0
T707491,4,24.97,25.92,0.96,102,4,15.5,0,online,0
T707492,23,63.8,25.06,2.55,1388,3,0.2,0,restaurant,0
T707493,22,55.27,17.57,3.15,2034,3,6.7,0,atm,0
T707494,22,22.88,26.33,0.87,2468,2,1.3,0,online,0
T707495,4,86.11,55.75,1.54,2140,4,1.9,0,grocery,0
T707496,8,11.63,51.3,0.23,2814,3,13.5,0,electronics,0
T707497,15,16.93,66.08,0.26,661,3,0.2,0,online,0
T707498,13,54.39,30.8,1.77,1461,6,11.4,0,grocery,0
T707499,20,52.04,57.44,0.91,2283,3,16.7,0,restaurant,0
T707500,1,16.68,19.97,0.84,1320,1,1.9,0,electronics,0
T707501,9,34.22,13.31,2.57,2873,1,32.9,0,electronics,0
T707502,18,11.05,19.67,0.56,2985,2,3.7,0,atm,0
T707503,13,78.91,32.87,2.4,1281,2,0.1,0,grocery,0
T707504,3,37.82,28.74,1.32,846,1,0.1,0,online,0
T707505,14,257.03,89.69,2.87,2883,4,2.5,0,restaurant,0
T707506,8,13.51,16.52,0.82,2872,2,7.4,0,restaurant,0
T707507,3,21.76,32.18,0.68,1970,4,3.6,0,grocery,0
T707508,6,17.12,33.93,0.5,583,0,13.9,0,online,0
T707509,4,29.12,52.22,0.56,1736,3,26.3,0,electronics,0
T707510,22,81.0,53.58,1.51,912,5,5.7,0,restaurant,0
T707511,11,11.11,22.47,0.49,1492,5,13.0,0,grocery,0
T707512,21,29.55,35.82,0.82,2513,2,6.7,0,electronics,0
T707513,19,18.36,49.82,0.37,470,7,2.0,0,atm,0
T707514,18,9.73,38.36,0.25,894,0,6.3,0,fuel,0
T707515,23,14.55,28.39,0.51,822,3,2.3,0,restaurant,0
T707516,14,55.36,25.07,2.21,1561,3,27.0,0,online,0
T707517,6,15.26,38.65,0.39,1843,2,4.0,0,travel,0
T707518,19,133.03,33.75,3.94,1125,2,3.8,0,restaurant,0
T707519,16,38.31,22.34,1.71,236,1,2.5,0,online,0
T707520,5,66.42,30.78,2.16,651,2,24.2,0,electronics,0
T707521,11,39.47,30.84,1.28,1165,1,1.4,1,restaurant,0
T707522,20,12.29,51.78,0.24,1070,4,12.3,0,travel,0
T707523,14,22.37,33.47,0.67,2907,4,14.3,0,grocery,0
T707524,3,24.38,14.94,1.63,2278,6,14.6,0,restaurant,0
T707525,23,17.23,15.65,1.1,2557,3,2.3,0,grocery,0
T707526,14,441.43,43.35,10.18,2441,3,0.4,0,online,0
T707527,23,13.93,42.9,0.32,819,3,1.8,0,fuel,0
T707528,10,77.05,30.53,2.52,2958,1,10.4,0,online,0
T707529,14,14.38,82.42,0.17,804,2,3.2,0,atm,0
T707530,3,144.36,54.77,2.64,1795,3,11.8,0,electronics,1
T707531,10,24.07,40.03,0.6,2742,1,2.3,0,restaurant,0
T707532,2,95.49,27.32,3.5,2519,2,4.4,0,restaurant,0
T707533,12,51.43,41.79,1.23,2320,3,4.2,0,electronics,0
T707534,10,249.44,67.83,3.68,773,5,18.4,0,restaurant,0
T707535,22,27.87,18.33,1.52,873,2,4.1,0,grocery,0
T707536,3,28.11,29.08,0.97,2738,1,6.5,0,online,0
T707537,19,16.44,17.11,0.96,870,3,0.4,0,restaurant,0
T707538,12,142.61,22.67,6.29,590,3,0.5,0,online,0
T707539,9,7.97,32.18,0.25,1015,4,1.7,0,grocery,0
T707540,16,78.64,32.68,2.41,524,2,4.1,0,electronics,0
T707541,16,15.48,19.82,0.78,1058,3,0.5,0,electronics,0
T707542,15,63.17,28.99,2.18,2857,2,0.2,0,grocery,0
T707543,10,28.72,25.91,1.11,1685,5,1.2,0,grocery,0
T707544,16,10.17,32.86,0.31,1821,3,11.4,0,online,0
T707545,22,5.35,46.2,0.12,2799,4,11.2,0,online,0
T707546,18,138.89,10.79,12.87,1731,4,13.9,0,atm,1
T707547,13,29.13,40.03,0.73,1415,4,9.0,1,electronics,0
T707548,11,90.28,32.51,2.78,1947,4,11.1,0,fuel,0
T707549,11,17.53,25.65,0.68,1740,3,3.0,0,electronics,0
T707550,22,13.91,42.76,0.33,152,3,0.1,0,fuel,0
T707551,3,41.37,82.7,0.5,2268,4,0.2,0,grocery,0
T707552,13,6.37,18.16,0.35,2402,7,0.4,0,travel,0
T707553,21,31.96,33.48,0.95,1918,2,1.9,0,grocery,0
T707554,11,55.63,18.06,3.08,583,7,25.4,0,grocery,0
T707555,22,6.72,23.16,0.29,1475,3,9.7,0,online,0
T707556,23,20.82,31.41,0.66,129,5,3.7,0,grocery,0
T707557,8,15.53,39.39,0.39,2690,1,2.1,0,electronics,0
T707558,21,195.24,19.88,9.82,2865,5,1.6,0,fuel,0
T707559,13,109.01,27.43,3.97,726,6,19.9,1,restaurant,0
T707560,14,34.08,27.27,1.25,951,5,6.7,0,fuel,0
T707561,19,10.76,27.14,0.4,2365,1,20.6,1,grocery,0
T707562,15,8.3,15.69,0.53,1163,2,7.0,0,fuel,0
T707563,14,143.34,60.37,2.37,282,3,22.6,0,travel,0
T707564,22,49.63,29.64,1.67,1613,3,13.0,0,fuel,0
T707565,16,17.01,16.82,1.01,1385,3,2.4,0,travel,0
T707566,21,111.7,22.46,4.97,2538,3,1.4,0,atm,0
T707567,4,70.94,25.77,2.75,1927,1,0.1,0,travel,0
T707568,13,57.62,31.61,1.82,2072,2,2.2,0,restaurant,0
T707569,1,184.64,94.84,1.95,1612,2,2.3,0,online,0
T707570,19,131.05,32.61,4.02,1830,2,4.6,0,electronics,0
T707571,23,121.68,18.34,6.63,1018,3,0.3,0,restaurant,0
T707572,0,19.8,18.55,1.07,1402,4,3.0,0,atm,0
T707573,15,317.2,43.1,7.36,688,2,1.5,0,grocery,0
T707574,0,103.59,14.71,7.04,2656,3,6.6,0,fuel,0
T707575,7,10.59,70.09,0.15,2518,3,5.3,0,atm,0
T707576,5,71.06,39.13,1.82,493,5,9.5,0,restaurant,0
T707577,4,10.57,59.57,0.18,1916,8,12.5,0,restaurant,0
T707578,16,101.12,38.23,2.65,616,2,2.5,0,electronics,0
T707579,6,11.8,31.1,0.38,2912,1,1.1,0,grocery,0
T707580,16,8.85,22.93,0.39,1190,3,5.6,1,restaurant,0
T707581,7,30.46,113.54,0.27,2797,1,17.5,0,grocery,0
T707582,5,49.06,48.45,1.01,2385,4,2.3,0,online,0
T707583,21,45.69,48.22,0.95,966,5,1.0,0,online,0
T707584,23,22.16,51.59,0.43,847,0,4.0,0,online,0
T707585,13,520.85,53.11,9.81,1322,2,29.8,0,atm,0
T707586,4,16.3,27.88,0.58,1762,4,2.3,0,grocery,0
T707587,7,16.03,67.57,0.24,875,4,3.2,0,online,0
T707588,10,17.01,35.06,0.49,214,4,0.9,0,grocery,0
T707589,18,37.92,22.74,1.67,101,3,7.9,0,atm,0
T707590,4,8.99,28.77,0.31,1799,4,7.0,0,grocery,0
T707591,20,5.32,52.66,0.1,2731,3,35.8,0,online,0
T707592,1,78.06,33.32,2.34,2306,2,10.5,1,atm,0
T707593,8,20.2,28.53,0.71,1431,4,6.5,0,online,0
T707594,23,10.83,13.99,0.77,1878,3,9.4,0,grocery,0
T707595,21,6.52,20.21,0.32,1855,2,16.3,0,grocery,0
T707596,5,199.23,15.41,12.93,1166,4,25.5,0,travel,1
T707597,14,51.35,17.95,2.86,1552,5,1.1,1,fuel,0
T707598,7,11.99,71.94,0.17,273,3,14.1,1,grocery,0
T707599,2,11.67,42.02,0.28,629,5,2.8,0,online,0
T707600,19,18.26,31.53,0.58,2900,5,13.3,0,online,0
T707601,11,38.25,52.63,0.73,893,3,5.7,0,restaurant,0
T707602,22,20.1,38.56,0.52,1090,7,8.1,0,fuel,0
T707603,19,21.83,28.2,0.77,664,5,18.2,0,electronics,0
T707604,3,68.55,50.39,1.36,789,1,8.3,0,restaurant,0
T707605,12,35.01,33.74,1.04,517,4,11.6,0,fuel,0
T707606,8,27.62,29.87,0.92,1733,2,4.0,0,electronics,0
T707607,22,140.98,30.88,4.57,599,1,23.4,0,atm,0
T707608,17,50.63,20.77,2.44,666,4,6.2,0,online,0
T707609,1,15.93,16.8,0.95,515,3,17.4,0,restaurant,0
T707610,6,15.98,42.79,0.37,2143,3,0.3,0,grocery,0
T707611,20,27.88,12.8,2.18,298,2,1.9,0,electronics,0
T707612,20,85.1,34.0,2.5,2710,3,22.3,0,restaurant,0
T707613,2,26.04,86.78,0.3,520,9,0.2,0,fuel,0
T707614,17,37.53,24.01,1.56,742,3,14.0,0,grocery,0
T707615,4,91.33,31.51,2.9,196,2,2.7,1,fuel,0
T707616,15,67.46,30.49,2.21,2097,4,1.4,0,electronics,0
T707617,7,231.7,48.54,4.77,1154,5,6.1,0,electronics,0
T707618,21,70.06,35.24,1.99,2530,3,11.3,0,restaurant,0
T707619,2,9.15,73.36,0.12,1131,2,4.4,0,travel,0
T707620,5,164.37,11.66,14.1,2167,0,3.0,0,fuel,0
T707621,18,50.41,15.32,3.29,1567,2,10.5,0,travel,0
T707622,21,36.11,17.72,2.04,2069,2,2.9,0,atm,0
T707623,21,71.99,20.3,3.55,626,3,8.2,0,restaurant,0
T707624,23,51.19,61.66,0.83,2479,3,5.6,0,electronics,0
T707625,2,13.19,27.51,0.48,1259,2,5.6,0,fuel,0
T707626,0,22.67,64.28,0.35,2853,3,0.9,0,restaurant,0
T707627,4,19.56,13.48,1.45,615,5,8.1,0,online,0
T707628,0,62.99,79.31,0.79,1285,1,3.1,0,grocery,0
T707629,18,9.29,37.78,0.25,2389,5,4.7,0,online,0
T707630,0,11.29,47.49,0.24,2882,4,4.7,0,fuel,0
T707631,18,11.53,65.88,0.18,1232,2,3.1,0,atm,0
T707632,3,246.06,43.55,5.65,1060,3,4.2,0,restaurant,0
T707633,2,25.17,34.32,0.73,171,4,16.2,0,grocery,0
T707634,4,13.28,45.49,0.29,803,2,12.0,0,grocery,0
T707635,3,36.08,31.59,1.14,1593,3,6.4,0,fuel,0
T707636,16,11.33,21.66,0.52,1701,4,0.0,0,grocery,0
T707637,2,34.68,42.87,0.81,1342,1,25.6,0,electronics,0
T707638,23,48.47,25.4,1.91,105,9,2.8,0,grocery,0
T707639,13,34.05,16.78,2.03,1954,2,6.7,0,grocery,0
T707640,6,82.69,22.11,3.74,2550,4,0.9,0,fuel,0
T707641,18,41.74,33.0,1.26,302,5,1.4,0,electronics,0
T707642,13,18.88,18.87,1.0,747,1,0.3,0,grocery,0
T707643,4,20.02,64.97,0.31,1857,1,23.2,0,grocery,0
T707644,2,8.96,35.07,0.26,2117,3,4.8,0,online,0
T707645,12,46.16,36.38,1.27,1125,4,1.4,0,fuel,0
T707646,17,39.6,28.79,1.38,1850,3,5.4,0,travel,0
T707647,6,314.28,14.24,22.07,2293,3,1.8,0,electronics,0
T707648,10,35.68,25.16,1.42,39,3,15.0,0,grocery,0
T707649,2,56.43,31.08,1.82,2179,3,0.3,0,online,0
T707650,0,10.86,28.97,0.37,2735,4,1.1,0,electronics,1
T707651,7,9.71,20.47,0.47,1602,3,1.0,0,online,0
T707652,9,250.49,16.93,14.8,2546,2,12.7,0,fuel,1
T707653,15,3.38,26.2,0.13,2213,2,20.2,0,fuel,0
T707654,12,60.37,28.02,2.15,2488,6,16.0,0,electronics,0
T707655,16,110.01,54.82,2.01,1618,2,26.3,0,electronics,0
T707656,20,31.39,30.74,1.02,2768,3,8.4,0,grocery,0
T707657,19,55.92,28.13,1.99,1886,3,25.8,1,fuel,0
T707658,11,13.15,53.81,0.24,2049,2,1.4,1,restaurant,0
T707659,9,54.38,45.72,1.19,715,3,32.3,0,online,0
T707660,15,10.93,39.75,0.27,1478,2,1.6,0,online,0
T707661,2,180.4,11.05,16.33,1270,2,18.6,0,restaurant,0
T707662,19,14.14,36.75,0.38,205,1,6.2,0,grocery,0
T707663,14,39.95,22.69,1.76,1495,4,2.9,0,travel,0
T707664,6,118.79,28.57,4.16,358,1,1.0,0,grocery,0
T707665,23,12.4,44.94,0.28,2974,2,1.6,0,restaurant,0
T707666,9,9.66,26.41,0.37,1513,1,9.0,0,electronics,0
T707667,15,10.76,21.67,0.5,2133,4,11.3,0,online,0
T707668,8,57.69,36.08,1.6,881,3,1.5,0,online,0
T707669,9,43.65,42.73,1.02,786,4,12.9,0,fuel,0
T707670,6,23.02,43.49,0.53,1024,3,18.1,0,online,0
