applicant_id,credit_score,annual_income,loan_amount,loan_term_months,employment_length_yrs,debt_to_income,num_prior_defaults,home_ownership,loan_purpose,interest_rate,default
A54432,650,54300.0,42100,36,3.1,0.312,0,RENT,credit_card,11.66,0
A54433,708,15000.0,8500,36,0.3,0.436,0,MORTGAGE,debt_consolidation,9.93,0
A54434,642,63600.0,42100,24,2.9,0.516,1,MORTGAGE,medical,10.15,1
A54435,601,68500.0,44300,48,,0.262,0,RENT,debt_consolidation,9.21,1
A54436,706,77800.0,32500,24,4.9,0.495,1,RENT,debt_consolidation,9.92,0
A54437,702,79500.0,41900,36,18.2,0.26,0,RENT,home_improvement,11.43,0
A54438,587,163700.0,109700,24,4.5,0.393,0,OWN,debt_consolidation,14.45,0
A54439,701,16300.0,9300,48,4.7,0.753,0,RENT,debt_consolidation,6.84,1
A54440,811,34000.0,24200,24,29.1,0.601,1,MORTGAGE,credit_card,9.37,0
A54441,802,135300.0,103500,36,4.0,0.874,0,OWN,credit_card,10.46,0
A54442,575,26600.0,5000,24,4.5,0.121,0,MORTGAGE,home_improvement,10.58,0
A54443,558,33000.0,19800,24,3.7,0.3,0,MORTGAGE,debt_consolidation,10.87,1
A54444,795,62300.0,6700,36,0.1,0.266,0,RENT,credit_card,8.89,0
A54445,642,28900.0,8900,48,8.0,0.174,0,MORTGAGE,home_improvement,11.65,1
A54446,647,26500.0,15000,60,27.2,0.28,0,OWN,home_improvement,10.2,0
A54447,556,102300.0,27200,24,0.2,0.264,0,MORTGAGE,credit_card,11.86,0
A54448,824,20700.0,2300,36,26.7,0.44,0,RENT,home_improvement,4.61,0
A54449,697,42200.0,27100,48,2.5,0.441,1,RENT,debt_consolidation,8.77,1
A54450,563,94000.0,26500,36,7.0,0.426,0,RENT,debt_consolidation,10.12,0
A54451,767,95300.0,49700,36,12.8,0.512,1,MORTGAGE,medical,9.13,0
A54452,662,25800.0,9300,60,2.1,0.369,0,RENT,debt_consolidation,9.01,1
A54453,591,22000.0,12700,36,11.9,0.357,0,RENT,credit_card,11.74,1
A54454,678,60000.0,43800,36,1.5,0.389,1,RENT,credit_card,9.47,0
A54455,545,29200.0,5000,36,,0.392,1,RENT,debt_consolidation,13.62,0
A54456,687,69400.0,39500,36,12.3,0.765,0,RENT,debt_consolidation,10.1,0
A54457,747,28000.0,4700,12,4.1,0.268,0,RENT,small_business,7.68,0
A54458,732,29600.0,18500,36,4.1,0.35,0,MORTGAGE,debt_consolidation,10.8,0
A54459,728,69400.0,37900,24,0.0,0.312,0,RENT,medical,8.56,0
A54460,706,69700.0,39100,24,8.4,0.23,0,RENT,home_improvement,12.23,0
A54461,708,55600.0,40100,36,12.2,0.387,1,RENT,debt_consolidation,11.18,1
A54462,649,39300.0,9600,36,19.1,0.296,0,OWN,debt_consolidation,12.86,0
A54463,684,16600.0,14300,60,3.3,0.758,0,MORTGAGE,credit_card,11.2,1
A54464,707,30400.0,23700,36,2.6,0.474,0,OWN,debt_consolidation,7.27,0
A54465,641,99700.0,57900,36,2.7,0.28,0,MORTGAGE,debt_consolidation,9.09,0
A54466,580,94200.0,12300,48,1.7,0.607,0,RENT,debt_consolidation,17.03,1
A54467,720,61800.0,49700,36,0.8,0.4,1,MORTGAGE,debt_consolidation,9.69,0
A54468,689,26100.0,15100,48,1.5,0.8,0,MORTGAGE,major_purchase,9.99,1
A54469,690,74200.0,29900,36,3.7,0.497,0,MORTGAGE,credit_card,11.05,0
A54470,630,35200.0,28300,60,12.7,0.767,0,RENT,debt_consolidation,12.18,1
A54471,579,47400.0,42500,48,1.7,0.638,0,MORTGAGE,credit_card,11.91,1
A54472,745,88700.0,54400,24,19.7,0.302,0,OWN,credit_card,7.74,0
A54473,497,41300.0,10000,36,3.7,0.778,0,MORTGAGE,major_purchase,11.31,1
A54474,690,84800.0,75900,12,0.6,0.386,0,RENT,major_purchase,8.73,0
A54475,601,48100.0,26900,36,4.0,0.296,0,RENT,debt_consolidation,11.41,1
A54476,644,211300.0,112000,48,1.7,0.443,0,MORTGAGE,credit_card,9.01,0
A54477,560,44500.0,20600,12,2.8,0.264,0,MORTGAGE,debt_consolidation,13.72,1
A54478,674,27400.0,6100,36,2.2,0.4,1,MORTGAGE,debt_consolidation,8.95,0
A54479,681,67000.0,7400,24,10.8,0.213,0,RENT,debt_consolidation,8.54,0
A54480,815,55100.0,7800,60,8.0,0.105,0,RENT,debt_consolidation,6.54,0
A54481,534,90000.0,37200,24,2.2,0.548,0,RENT,debt_consolidation,12.94,1
A54482,632,101200.0,82300,24,9.4,0.611,0,RENT,debt_consolidation,9.87,0
A54483,644,82000.0,58900,36,1.9,0.646,0,RENT,medical,9.15,1
A54484,670,47100.0,38300,36,0.5,0.504,0,RENT,debt_consolidation,7.93,1
A54485,585,61300.0,39200,36,1.4,0.4,0,RENT,credit_card,12.64,0
A54486,715,92400.0,52700,36,2.3,0.328,0,RENT,debt_consolidation,7.12,0
A54487,788,39200.0,12100,12,4.9,0.211,1,RENT,small_business,7.53,0
A54488,644,37400.0,21000,24,5.0,0.587,0,MORTGAGE,debt_consolidation,10.32,1
A54489,639,32600.0,15000,36,16.2,0.44,1,RENT,debt_consolidation,10.06,1
A54490,806,34000.0,21600,60,16.9,0.555,0,MORTGAGE,debt_consolidation,4.0,0
A54491,609,23600.0,15400,60,3.3,0.702,0,MORTGAGE,major_purchase,12.21,1
A54492,717,56400.0,21700,36,0.7,0.294,0,RENT,home_improvement,9.01,1
A54493,621,61100.0,11400,36,7.8,0.288,1,RENT,home_improvement,10.93,0
A54494,737,15000.0,4000,60,1.0,0.501,0,RENT,credit_card,8.65,0
A54495,693,26600.0,19300,60,6.4,0.692,1,MORTGAGE,debt_consolidation,12.12,0
A54496,849,81400.0,35800,36,0.8,0.527,0,MORTGAGE,credit_card,5.28,0
A54497,577,36000.0,32100,60,1.7,0.585,0,MORTGAGE,credit_card,11.96,1
A54498,614,29200.0,18800,60,0.7,0.285,1,MORTGAGE,major_purchase,13.15,0
A54499,540,79700.0,15600,12,0.9,0.438,0,MORTGAGE,credit_card,15.67,1
A54500,557,156100.0,102200,36,1.3,0.431,0,MORTGAGE,debt_consolidation,12.8,1
A54501,626,,37600,24,,0.358,1,RENT,credit_card,11.15,0
A54502,686,78800.0,25800,48,8.2,0.366,0,MORTGAGE,debt_consolidation,9.06,0
A54503,715,55000.0,38800,24,1.6,0.443,0,MORTGAGE,major_purchase,8.3,0
A54504,700,45600.0,24400,60,9.9,0.638,0,OWN,home_improvement,9.09,0
A54505,664,244000.0,159400,36,5.3,0.715,2,OWN,home_improvement,9.39,1
A54506,667,155000.0,41900,36,,0.462,0,RENT,small_business,9.67,0
A54507,656,104100.0,62600,12,8.7,0.636,0,OWN,major_purchase,11.4,0
A54508,652,44700.0,22200,60,,0.203,1,RENT,major_purchase,13.63,1
A54509,589,53800.0,38200,36,5.4,0.549,0,MORTGAGE,debt_consolidation,12.52,1
A54510,699,32000.0,10700,36,,0.716,0,RENT,debt_consolidation,8.6,0
A54511,663,51900.0,30600,48,1.8,0.58,0,RENT,major_purchase,11.48,0
A54512,726,,22300,60,8.5,0.367,0,MORTGAGE,major_purchase,6.29,0
A54513,587,22000.0,14800,60,2.1,0.368,1,RENT,debt_consolidation,11.84,0
A54514,664,36700.0,9400,24,5.6,0.513,1,RENT,debt_consolidation,8.7,1
A54515,609,35400.0,16900,48,3.5,0.629,1,RENT,debt_consolidation,9.16,0
A54516,586,41500.0,13300,36,3.2,0.26,0,RENT,debt_consolidation,12.09,0
A54517,565,33100.0,22600,60,2.2,0.655,0,MORTGAGE,medical,13.32,1
A54518,758,59000.0,23200,36,2.9,0.468,2,MORTGAGE,debt_consolidation,7.11,0
A54519,683,46000.0,8500,48,5.9,0.572,0,MORTGAGE,debt_consolidation,6.43,0
A54520,543,70800.0,53800,36,13.3,0.441,0,MORTGAGE,credit_card,12.06,0
A54521,626,74300.0,38300,24,1.5,0.682,0,MORTGAGE,major_purchase,11.76,0
A54522,613,35400.0,14500,24,1.8,0.424,0,OWN,credit_card,10.87,0
A54523,712,60700.0,18500,12,0.6,0.182,1,OWN,home_improvement,6.75,0
A54524,636,68400.0,9100,12,5.6,0.576,1,RENT,major_purchase,9.89,0
A54525,648,64400.0,40400,60,5.7,0.295,0,OWN,credit_card,8.5,0
A54526,673,23300.0,18300,36,6.6,0.485,0,RENT,credit_card,8.47,0
A54527,822,59000.0,12300,60,2.3,0.346,1,MORTGAGE,debt_consolidation,7.79,0
A54528,669,,32700,24,0.6,0.412,0,MORTGAGE,home_improvement,9.85,0
A54529,703,41700.0,19200,12,10.1,0.375,0,MORTGAGE,debt_consolidation,7.16,1
A54530,773,73100.0,18100,24,5.3,0.285,0,RENT,home_improvement,7.92,0
A54531,672,63200.0,24500,36,2.8,0.26,0,OWN,debt_consolidation,8.12,1
A54532,672,41900.0,24900,24,1.6,0.318,1,MORTGAGE,debt_consolidation,9.93,1
A54533,553,136500.0,31600,12,11.7,0.328,0,RENT,small_business,15.01,0
A54534,603,29500.0,12000,60,7.6,0.334,0,OWN,debt_consolidation,9.22,0
A54535,850,64700.0,11900,36,7.5,0.216,2,RENT,major_purchase,5.26,0
A54536,623,,53500,24,6.7,0.802,0,MORTGAGE,debt_consolidation,11.07,1
A54537,615,58500.0,49800,36,3.8,0.342,0,OWN,home_improvement,11.73,0
A54538,600,30500.0,19700,60,10.7,0.534,0,RENT,major_purchase,10.51,0
A54539,775,64300.0,21700,36,0.7,0.421,0,MORTGAGE,home_improvement,8.22,0
A54540,647,59200.0,30700,48,4.4,0.442,0,MORTGAGE,credit_card,11.74,0
A54541,679,24800.0,17700,36,5.5,0.39,0,RENT,debt_consolidation,8.18,1
A54542,640,74900.0,43900,60,17.3,0.49,0,RENT,debt_consolidation,12.92,0
A54543,707,75400.0,49500,48,1.0,0.368,1,RENT,debt_consolidation,9.58,0
A54544,712,48000.0,19900,24,23.5,0.307,0,MORTGAGE,major_purchase,9.92,0
A54545,732,156900.0,22900,36,1.0,0.334,1,RENT,medical,8.97,0
A54546,575,52400.0,37100,48,7.9,0.372,1,RENT,major_purchase,12.08,0
A54547,766,81100.0,67800,24,1.9,0.822,0,MORTGAGE,debt_consolidation,10.98,0
A54548,850,17600.0,15600,24,0.4,0.507,0,RENT,debt_consolidation,7.01,0
A54549,584,21700.0,10100,48,6.3,0.36,1,MORTGAGE,major_purchase,11.58,1
A54550,632,38900.0,28500,36,15.8,0.499,0,MORTGAGE,major_purchase,11.53,1
A54551,769,49500.0,7400,60,6.4,0.572,0,MORTGAGE,debt_consolidation,4.74,0
A54552,691,38900.0,14100,48,10.9,0.613,0,RENT,debt_consolidation,11.47,0
A54553,740,38200.0,21500,36,6.9,0.261,0,MORTGAGE,home_improvement,10.43,0
A54554,784,31100.0,13100,36,15.3,0.27,0,RENT,debt_consolidation,7.1,0
A54555,577,53000.0,40600,60,6.1,0.458,0,RENT,major_purchase,12.31,1
A54556,680,43200.0,34800,24,5.5,0.508,0,RENT,small_business,7.85,0
A54557,750,93000.0,49300,36,12.3,0.501,1,RENT,debt_consolidation,5.88,0
A54558,701,27100.0,8200,48,0.4,0.643,0,RENT,debt_consolidation,6.85,0
A54559,663,35400.0,11100,48,3.7,0.317,0,RENT,home_improvement,9.95,1
A54560,711,35800.0,10400,36,6.2,0.183,0,MORTGAGE,credit_card,6.75,0
A54561,772,40900.0,34700,48,0.4,0.374,0,RENT,credit_card,6.65,0
A54562,740,37500.0,15600,60,10.7,0.164,0,MORTGAGE,credit_card,7.01,0
A54563,805,96600.0,69000,12,0.6,0.6,0,MORTGAGE,credit_card,4.65,0
A54564,739,109400.0,42000,12,4.8,0.398,0,MORTGAGE,debt_consolidation,9.9,0
A54565,658,42500.0,26900,60,2.6,0.567,0,MORTGAGE,small_business,10.91,1
A54566,597,75500.0,65600,36,11.1,0.656,0,MORTGAGE,major_purchase,12.2,1
A54567,783,70500.0,37400,36,8.7,0.407,0,MORTGAGE,small_business,7.8,0
A54568,728,35600.0,24800,36,7.8,0.401,1,RENT,debt_consolidation,10.9,0
A54569,670,94000.0,32800,24,3.9,0.454,1,RENT,debt_consolidation,8.68,0
A54570,630,144300.0,48100,60,10.0,0.331,0,RENT,debt_consolidation,11.21,0
A54571,686,47000.0,27600,36,2.3,0.413,0,RENT,major_purchase,6.84,0
A54572,621,74300.0,28600,24,0.7,0.373,0,OWN,home_improvement,12.36,0
A54573,645,18900.0,9900,24,11.4,0.847,0,RENT,debt_consolidation,11.22,1
A54574,739,26000.0,17600,12,7.0,0.688,2,MORTGAGE,credit_card,9.22,1
A54575,618,91600.0,66000,36,23.6,0.824,0,RENT,home_improvement,14.29,1
A54576,641,67700.0,50500,48,3.7,0.539,0,RENT,debt_consolidation,10.91,1
A54577,779,36400.0,19500,60,0.5,0.353,0,RENT,credit_card,6.1,0
A54578,678,66900.0,19100,12,5.8,0.759,0,MORTGAGE,credit_card,10.69,1
A54579,807,87300.0,60400,60,3.8,0.241,0,MORTGAGE,home_improvement,4.61,0
A54580,682,92400.0,23000,48,1.3,0.254,0,MORTGAGE,credit_card,7.23,0
A54581,618,51800.0,5400,36,6.7,0.122,0,RENT,credit_card,8.58,0
A54582,737,24000.0,13200,24,0.0,0.49,1,RENT,credit_card,7.15,0
A54583,687,32800.0,9200,48,13.7,0.423,0,RENT,debt_consolidation,9.7,1
A54584,708,37700.0,4800,24,3.9,0.244,0,MORTGAGE,major_purchase,8.8,0
A54585,763,44600.0,37600,24,2.2,0.664,1,RENT,credit_card,6.7,0
A54586,778,93300.0,18600,24,2.5,0.154,0,MORTGAGE,home_improvement,9.41,0
A54587,850,30000.0,21200,12,0.3,0.376,0,MORTGAGE,major_purchase,6.43,0
A54588,776,25100.0,6600,24,2.7,0.42,0,RENT,credit_card,6.09,0
A54589,605,72500.0,36200,60,2.6,0.177,0,MORTGAGE,credit_card,11.69,0
A54590,605,54900.0,41900,36,1.8,0.273,0,RENT,credit_card,9.6,1
A54591,749,33700.0,11700,24,6.9,0.606,1,MORTGAGE,debt_consolidation,7.95,0
A54592,603,203800.0,52300,24,2.9,0.355,0,MORTGAGE,debt_consolidation,10.18,0
A54593,583,70800.0,22200,36,0.3,0.311,0,RENT,credit_card,10.54,1
A54594,642,23900.0,8300,36,3.0,0.535,0,OWN,debt_consolidation,7.57,1
A54595,646,55900.0,28500,36,0.2,0.634,0,RENT,home_improvement,10.31,0
A54596,699,32900.0,22000,24,4.7,0.396,0,RENT,debt_consolidation,8.68,0
A54597,688,82800.0,24900,36,26.3,0.405,0,OWN,credit_card,7.03,0
A54598,582,28500.0,19300,48,3.8,0.271,0,RENT,debt_consolidation,10.2,0
A54599,740,37400.0,15600,24,17.1,0.431,1,RENT,debt_consolidation,10.09,0
A54600,546,81400.0,44700,24,8.0,0.443,0,RENT,debt_consolidation,10.9,1
A54601,738,38500.0,6200,24,1.0,0.361,1,MORTGAGE,home_improvement,5.21,0
A54602,604,47900.0,19700,48,7.4,0.287,1,OWN,credit_card,12.62,0
A54603,715,51200.0,6000,60,9.5,0.703,1,RENT,debt_consolidation,10.21,0
A54604,584,30800.0,19300,24,12.5,0.246,0,RENT,credit_card,12.7,0
A54605,681,90000.0,30300,24,1.3,0.409,0,MORTGAGE,home_improvement,10.78,0
A54606,460,142700.0,109600,48,3.9,0.354,1,MORTGAGE,debt_consolidation,14.48,1
A54607,664,160200.0,137400,36,22.4,0.535,0,MORTGAGE,debt_consolidation,11.74,0
A54608,683,30500.0,7800,36,13.4,0.25,0,MORTGAGE,credit_card,8.93,0
A54609,653,71300.0,50900,48,7.9,0.348,0,MORTGAGE,credit_card,9.33,1
A54610,848,68000.0,16300,60,2.0,0.12,0,MORTGAGE,debt_consolidation,6.72,0
A54611,683,48300.0,30000,24,1.2,0.302,1,MORTGAGE,major_purchase,9.2,0
A54612,622,85300.0,67500,24,7.5,0.656,0,OWN,debt_consolidation,9.13,1
A54613,724,30800.0,21900,60,,0.46,0,RENT,debt_consolidation,9.19,1
A54614,791,111000.0,60300,60,2.8,0.324,0,MORTGAGE,debt_consolidation,4.64,0
A54615,627,49100.0,22200,36,0.4,0.537,0,MORTGAGE,major_purchase,10.91,0
A54616,563,33900.0,11300,60,3.3,0.187,0,MORTGAGE,debt_consolidation,9.75,0
A54617,711,62500.0,37900,36,9.3,0.295,1,MORTGAGE,home_improvement,10.63,0
A54618,671,73900.0,48200,36,,0.337,0,RENT,credit_card,10.52,0
A54619,700,42100.0,5200,24,6.3,0.555,1,MORTGAGE,debt_consolidation,6.49,0
A54620,708,29800.0,23700,36,0.3,0.634,0,RENT,home_improvement,8.14,0
A54621,618,52800.0,19500,36,0.5,0.56,0,RENT,small_business,8.9,1
A54622,540,25800.0,11100,36,26.3,0.441,0,RENT,debt_consolidation,12.78,0
A54623,830,55500.0,19700,36,12.0,0.455,0,MORTGAGE,home_improvement,4.0,1
A54624,594,65700.0,11600,36,0.3,0.577,1,RENT,debt_consolidation,13.75,1
A54625,662,53900.0,17600,12,9.0,0.704,0,MORTGAGE,credit_card,9.0,0
A54626,721,18500.0,14100,12,1.3,0.533,1,OWN,debt_consolidation,8.2,0
A54627,613,47600.0,41900,36,1.0,0.704,0,MORTGAGE,debt_consolidation,11.62,1
A54628,671,59100.0,34100,60,0.5,0.481,0,RENT,small_business,10.16,1
A54629,716,48700.0,33700,24,2.1,0.385,0,OWN,credit_card,13.76,0
A54630,558,37900.0,23900,36,3.8,0.249,0,MORTGAGE,major_purchase,13.5,0
A54631,716,44500.0,7400,36,8.2,0.664,1,MORTGAGE,home_improvement,8.63,0
A54632,629,37800.0,15100,24,2.5,0.546,0,RENT,medical,12.18,1
A54633,739,130800.0,117100,24,4.6,0.582,1,OWN,debt_consolidation,10.44,0
A54634,601,66700.0,18300,36,1.9,0.196,0,MORTGAGE,debt_consolidation,13.05,0
A54635,604,27600.0,3600,48,1.8,0.674,0,MORTGAGE,credit_card,11.31,1
A54636,703,,8600,48,0.4,0.276,0,MORTGAGE,major_purchase,8.18,0
A54637,673,29500.0,8400,60,11.8,0.315,0,RENT,credit_card,9.38,0
A54638,765,102600.0,21600,36,2.0,0.474,0,RENT,credit_card,9.47,0
A54639,554,34200.0,25000,48,4.0,0.37,0,RENT,debt_consolidation,11.46,0
A54640,742,73000.0,15900,36,4.5,0.36,0,RENT,small_business,8.61,0
A54641,723,111600.0,31100,12,,0.389,0,OWN,debt_consolidation,7.42,0
A54642,632,125700.0,48400,48,5.1,0.36,0,RENT,debt_consolidation,11.65,1
A54643,631,27200.0,14600,24,13.5,0.457,0,MORTGAGE,debt_consolidation,8.88,0
A54644,722,29500.0,14800,24,1.9,0.359,0,RENT,major_purchase,10.44,0
A54645,684,114700.0,88400,36,2.5,0.884,0,RENT,credit_card,10.64,0
A54646,752,34200.0,24200,36,2.3,0.575,0,MORTGAGE,debt_consolidation,8.4,0
A54647,591,59800.0,49400,48,2.8,0.705,0,MORTGAGE,home_improvement,13.34,1
A54648,805,46900.0,35000,48,1.0,0.374,0,MORTGAGE,medical,8.14,0
A54649,641,49700.0,44500,12,0.6,0.561,1,RENT,small_business,10.56,0
A54650,728,95500.0,54200,48,2.3,0.269,0,MORTGAGE,small_business,10.59,0
A54651,774,40700.0,6800,36,0.3,0.275,0,MORTGAGE,credit_card,6.82,0
A54652,657,83800.0,52100,36,1.1,0.412,0,MORTGAGE,major_purchase,10.53,1
A54653,666,44900.0,30000,48,3.1,0.55,0,RENT,debt_consolidation,10.04,0
A54654,576,56800.0,16300,24,2.8,0.564,0,MORTGAGE,credit_card,15.32,1
A54655,738,78700.0,9100,60,2.1,0.469,1,RENT,credit_card,10.61,0
A54656,717,25600.0,9600,36,0.9,0.488,0,RENT,debt_consolidation,8.36,0
A54657,608,73500.0,32100,36,2.4,0.311,0,OWN,credit_card,11.39,0
A54658,719,69200.0,51100,48,5.8,0.367,0,MORTGAGE,home_improvement,9.2,1
A54659,799,35200.0,7100,24,5.9,0.288,1,OWN,small_business,7.6,0
A54660,800,121300.0,19300,36,1.1,0.344,0,RENT,credit_card,8.89,0
A54661,732,36900.0,11200,36,3.0,0.529,0,RENT,debt_consolidation,8.92,0
A54662,713,66300.0,53900,36,5.2,0.328,0,OWN,debt_consolidation,10.7,0
A54663,612,33000.0,29200,24,7.3,0.567,0,MORTGAGE,debt_consolidation,10.84,0
A54664,628,46000.0,10700,36,6.0,0.588,0,OWN,debt_consolidation,12.5,1
A54665,753,52700.0,44700,12,4.5,0.725,0,RENT,debt_consolidation,9.57,0
A54666,741,38400.0,15600,24,11.2,0.406,1,OWN,debt_consolidation,5.55,0
A54667,744,67000.0,8300,24,1.2,0.261,1,MORTGAGE,debt_consolidation,6.77,0
A54668,696,21000.0,9000,60,14.4,0.382,1,RENT,credit_card,8.12,0
A54669,571,99600.0,59000,60,4.4,0.449,0,OWN,home_improvement,13.59,1
A54670,644,124500.0,76600,12,6.3,0.47,0,RENT,home_improvement,10.69,0
A54671,635,73300.0,31800,48,8.3,0.699,0,RENT,debt_consolidation,9.91,0
A54672,712,32600.0,18100,60,0.6,0.394,1,MORTGAGE,home_improvement,8.67,0
A54673,683,51300.0,13400,48,15.7,0.295,0,RENT,credit_card,9.75,0
A54674,675,53400.0,41300,24,6.0,0.557,0,MORTGAGE,home_improvement,10.45,1
A54675,776,113200.0,53200,48,9.2,0.196,0,RENT,credit_card,8.55,0
A54676,828,63600.0,13900,36,7.0,0.62,0,MORTGAGE,debt_consolidation,6.97,0
A54677,748,51700.0,22900,48,2.0,0.52,0,MORTGAGE,small_business,8.24,0
A54678,642,49300.0,16200,24,7.4,0.266,0,RENT,home_improvement,10.14,0
A54679,705,30100.0,22700,12,10.0,0.537,0,RENT,small_business,9.28,1
A54680,741,33300.0,7400,48,9.9,0.241,1,RENT,medical,8.2,0
A54681,514,62600.0,52300,24,25.6,0.403,0,OWN,debt_consolidation,14.57,0
A54682,681,54900.0,24900,48,9.8,0.462,0,MORTGAGE,credit_card,8.21,1
A54683,619,18200.0,14500,48,,0.263,0,RENT,home_improvement,9.64,0
A54684,562,153100.0,99400,36,5.6,0.668,0,OWN,debt_consolidation,16.32,1
A54685,718,75600.0,30800,24,9.1,0.595,1,OWN,credit_card,9.26,1
A54686,651,63500.0,57100,24,4.9,0.624,1,OWN,debt_consolidation,11.66,1
A54687,850,41800.0,20900,36,9.5,0.27,0,MORTGAGE,medical,4.0,0
A54688,665,29800.0,13200,48,8.9,0.156,1,MORTGAGE,debt_consolidation,10.4,0
A54689,834,36900.0,26300,36,3.9,0.849,0,MORTGAGE,home_improvement,7.68,0
A54690,850,44400.0,37800,60,1.6,0.481,0,RENT,debt_consolidation,4.75,0
A54691,613,51500.0,33500,36,0.2,0.585,1,MORTGAGE,small_business,10.04,0
A54692,641,85200.0,35500,36,2.4,0.342,0,MORTGAGE,debt_consolidation,12.25,0
A54693,730,50500.0,24700,12,27.3,0.531,0,RENT,home_improvement,8.49,0
A54694,712,127800.0,69100,48,2.9,0.428,0,OWN,debt_consolidation,8.76,0
A54695,562,48800.0,31700,24,1.7,0.352,0,MORTGAGE,debt_consolidation,13.1,1
A54696,699,18200.0,11700,36,10.3,0.4,0,RENT,home_improvement,10.02,0
A54697,699,55300.0,26000,24,0.4,0.44,1,MORTGAGE,credit_card,9.8,0
A54698,807,68400.0,42500,60,5.1,0.536,0,RENT,major_purchase,7.86,0
A54699,689,102900.0,49600,48,11.9,0.506,0,MORTGAGE,credit_card,10.16,0
A54700,683,72000.0,32100,24,3.4,0.298,0,MORTGAGE,home_improvement,10.26,0
A54701,626,28800.0,23900,12,,0.588,1,OWN,medical,9.6,0
A54702,566,47100.0,20900,48,2.0,0.427,1,MORTGAGE,home_improvement,12.96,1
A54703,786,53900.0,6300,12,0.8,0.094,0,MORTGAGE,small_business,9.15,0
A54704,548,23900.0,21100,36,5.5,0.486,0,OWN,medical,10.89,1
A54705,734,62200.0,53500,12,0.7,0.48,0,MORTGAGE,credit_card,5.74,0
A54706,608,36100.0,16200,24,7.0,0.311,0,MORTGAGE,small_business,11.14,0
A54707,619,44200.0,18500,48,9.6,0.331,1,RENT,credit_card,10.44,0
A54708,661,34100.0,21800,48,2.9,0.5,0,MORTGAGE,credit_card,8.45,1
A54709,742,95600.0,72400,36,0.9,0.635,0,RENT,debt_consolidation,9.19,0
A54710,806,53100.0,13500,36,,0.405,0,OWN,home_improvement,5.02,0
A54711,647,26600.0,16900,12,0.2,0.235,0,MORTGAGE,debt_consolidation,12.13,0
A54712,587,33700.0,9300,36,1.8,0.337,0,RENT,small_business,9.3,0
A54713,708,30800.0,23500,60,1.1,0.262,2,MORTGAGE,home_improvement,9.95,0
A54714,778,34000.0,8700,24,,0.573,0,OWN,small_business,7.7,1
A54715,642,30200.0,14100,12,15.6,0.513,0,RENT,medical,10.44,1
A54716,622,38300.0,10000,60,0.9,0.291,1,RENT,debt_consolidation,13.86,1
A54717,624,66100.0,8800,36,1.6,0.436,0,RENT,debt_consolidation,10.86,1
A54718,629,92800.0,29100,12,2.3,0.274,1,MORTGAGE,home_improvement,13.86,0
A54719,561,35600.0,25200,36,8.0,0.242,1,RENT,debt_consolidation,10.84,1
A54720,643,135900.0,44400,36,24.0,0.159,0,MORTGAGE,credit_card,8.09,0
A54721,799,193000.0,49000,24,4.7,0.474,0,MORTGAGE,home_improvement,6.86,0
A54722,567,54500.0,23400,60,3.8,0.631,0,MORTGAGE,debt_consolidation,10.25,1
A54723,715,30300.0,13500,36,3.2,0.294,0,RENT,credit_card,9.16,0
A54724,658,54800.0,49300,12,1.1,0.684,0,RENT,credit_card,12.59,1
A54725,705,56300.0,24100,12,6.8,0.78,0,MORTGAGE,debt_consolidation,9.88,0
A54726,776,118500.0,98000,48,16.7,0.318,1,MORTGAGE,major_purchase,8.64,0
A54727,674,115400.0,99400,24,8.0,0.593,0,MORTGAGE,credit_card,11.2,1
A54728,802,,52600,36,11.1,0.671,0,MORTGAGE,medical,7.21,0
A54729,673,42900.0,31400,36,3.0,0.77,0,OWN,small_business,11.12,1
A54730,802,57100.0,26700,36,,0.192,0,MORTGAGE,credit_card,6.86,0
A54731,594,184500.0,102600,48,1.9,0.395,0,MORTGAGE,debt_consolidation,14.67,1
A54732,751,37000.0,15100,24,7.5,0.241,1,MORTGAGE,small_business,6.81,0
A54733,715,45400.0,10800,60,,0.62,0,MORTGAGE,debt_consolidation,9.8,0
A54734,730,36500.0,12400,48,10.7,0.387,0,OWN,debt_consolidation,10.5,0
A54735,570,72500.0,38400,24,0.8,0.341,1,RENT,credit_card,14.78,0
A54736,770,49600.0,15600,36,5.6,0.261,0,RENT,home_improvement,7.81,0
A54737,658,28400.0,12900,36,0.6,0.468,0,MORTGAGE,debt_consolidation,8.11,0
A54738,687,21100.0,18600,48,0.4,0.593,1,MORTGAGE,debt_consolidation,9.96,1
A54739,677,64600.0,32300,36,0.7,0.312,0,MORTGAGE,debt_consolidation,10.77,0
A54740,740,38900.0,5200,24,2.1,0.364,0,RENT,medical,6.38,0
A54741,715,134600.0,34300,36,3.1,0.453,1,OWN,debt_consolidation,6.68,0
A54742,626,57200.0,30700,36,1.3,0.401,1,RENT,major_purchase,11.64,0
A54743,671,29600.0,8700,60,1.7,0.296,0,OWN,debt_consolidation,12.0,0
A54744,658,64100.0,33700,36,0.1,0.315,0,RENT,debt_consolidation,11.65,0
A54745,737,24800.0,9200,36,3.1,0.443,0,MORTGAGE,small_business,7.07,0
A54746,640,50700.0,12600,12,1.2,0.08,0,MORTGAGE,credit_card,9.06,0
A54747,659,70100.0,9900,36,0.9,0.376,0,MORTGAGE,credit_card,12.49,0
A54748,680,84100.0,56100,36,4.3,0.653,1,RENT,debt_consolidation,13.69,1
